Date,Actuals,Predicted,Predicted_Lower,Predicted_Upper,Frequency,Business,Type,Profit_Center,Region,SoldTo,External_Variable,External_Variable_Source,Model_Name
1/3/19,17810,17810,17810,17810,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/10/19,19160,19160,19160,19160,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/17/19,15813,15813,15813,15813,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/24/19,17918,17918,17918,17918,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/31/19,17444,17444,17444,17444,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/7/19,18390,18390,18390,18390,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/14/19,17093,17093,17093,17093,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/21/19,17562,17562,17562,17562,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/28/19,19026,19026,19026,19026,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/7/19,18309,18309,18309,18309,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/14/19,17588,17588,17588,17588,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/21/19,21642,21642,21642,21642,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/28/19,18136,18136,18136,18136,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/4/19,18149,18149,18149,18149,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/11/19,19340,19340,19340,19340,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/18/19,17719,17719,17719,17719,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/25/19,18431,18431,18431,18431,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/2/19,18914,18914,18914,18914,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/9/19,17549,17549,17549,17549,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/16/19,19677,19677,19677,19677,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/23/19,18355,18355,18355,18355,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/30/19,19453,19453,19453,19453,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/6/19,19575,19575,19575,19575,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/13/19,19091,19091,19091,19091,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/20/19,19405,19405,19405,19405,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/27/19,18421,18421,18421,18421,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/4/19,20688,20688,20688,20688,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/11/19,22814,22814,22814,22814,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/18/19,21032,21032,21032,21032,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/25/19,17451,17451,17451,17451,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/1/19,20338,20338,20338,20338,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/8/19,21403,21403,21403,21403,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/15/19,20829,20829,20829,20829,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/22/19,17579,17579,17579,17579,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/29/19,23668,23668,23668,23668,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/5/19,20829,20829,20829,20829,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/12/19,18153,18153,18153,18153,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/19/19,18583,18583,18583,18583,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/26/19,20278,20278,20278,20278,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/3/19,19205,19205,19205,19205,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/10/19,20180,20180,20180,20180,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/17/19,20499,20499,20499,20499,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/24/19,20633,20633,20633,20633,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/31/19,20514,20514,20514,20514,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/7/19,23379,23379,23379,23379,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/14/19,23218,23218,23218,23218,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/21/19,22146,22146,22146,22146,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/28/19,25038,25038,25038,25038,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/5/19,22360,22360,22360,22360,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/12/19,20625,20625,20625,20625,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/19/19,19923,19923,19923,19923,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/26/19,17722,17722,17722,17722,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/2/20,15969,15969,15969,15969,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/9/20,20538,20538,20538,20538,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/16/20,16437,16437,16437,16437,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/23/20,17599,17599,17599,17599,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/30/20,15203,15203,15203,15203,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/6/20,15707,15707,15707,15707,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/13/20,15005,15005,15005,15005,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/20/20,15636,15636,15636,15636,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/27/20,17382,17382,17382,17382,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/5/20,19084,19084,19084,19084,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/12/20,16880,16880,16880,16880,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/19/20,15097,15097,15097,15097,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/26/20,14325,14325,14325,14325,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/2/20,14012,14012,14012,14012,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/9/20,14344,14344,14344,14344,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/16/20,18743,18743,18743,18743,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/23/20,20631,20631,20631,20631,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/30/20,,17283.42574,15835.82733,18731.02414,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/7/20,,16920.7446,14873.5313,18967.9579,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/14/20,,16584.23888,14076.92489,19091.55287,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/21/20,,16582.14775,13686.95094,19477.34457,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/28/20,,16784.97641,13548.04796,20021.90486,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/4/20,,16829.79943,13283.92198,20375.67689,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/11/20,,16590.28091,12760.29553,20420.2663,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/18/20,,16367.16175,12272.73514,20461.58835,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/25/20,,16558.70285,12215.90762,20901.49808,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/2/20,,17163.07224,12585.36413,21740.78035,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/9/20,,17681.60005,12880.45928,22482.74082,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/16/20,,17574.54374,12559.91576,22589.17173,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/23/20,,16817.14981,11597.75952,22036.5401,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/30/20,,15974.77275,10558.35547,21391.19003,Weekly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/3/19,6784,6784,6784,6784,Weekly,Residential,POS,Retail,US,Home Depot,No,No,US Residential Retail POS Units
1/10/19,6678,6678,6678,6678,Weekly,Residential,POS,Retail,US,Home Depot,No,No,US Residential Retail POS Units
1/17/19,6423,6423,6423,6423,Weekly,Residential,POS,Retail,US,Home Depot,No,No,US Residential Retail POS Units
